taskId,userId,title,priority,status
TASK659,U28,Project milestone,Medium,Pending
TASK660,U39,Submit assignment,High,Completed
TASK661,U168,Study session,High,Completed
TASK662,U231,Workout plan,Low,Completed
TASK663,U284,Research paper reading,Medium,Pending
TASK664,U300,Research paper reading,Low,Completed
TASK665,U127,Project milestone,Low,Completed
TASK666,U79,Research paper reading,High,Pending
TASK667,U200,Submit assignment,Medium,Pending
TASK668,U47,Study session,Medium,Completed
TASK669,U185,Prepare presentation,Low,Pending
TASK670,U45,Team meeting,Medium,Completed
TASK671,U286,Grocery planning,High,Completed
TASK672,U53,Study session,Low,Completed
TASK673,U284,Project milestone,High,Completed
TASK674,U198,Study session,Medium,Completed
TASK675,U199,Project milestone,High,Pending
TASK676,U293,Grocery planning,Low,Completed
TASK677,U87,Team meeting,Medium,Completed
TASK678,U138,Workout plan,Low,Pending
TASK679,U86,Research paper reading,Medium,Completed
TASK680,U154,Workout plan,Low,Completed
TASK681,U129,Code review,High,Completed
TASK682,U101,Workout plan,Low,Pending
TASK683,U156,Study session,Medium,Completed
TASK684,U195,Submit assignment,Medium,Completed
TASK685,U221,Backend debugging,Low,Completed
TASK686,U165,Backend debugging,High,Pending
TASK687,U246,Submit assignment,Low,Completed
TASK688,U164,Prepare presentation,High,Completed
TASK689,U295,Code review,Medium,Completed
TASK690,U144,Research paper reading,Medium,Pending
TASK691,U289,Code review,High,Pending
TASK692,U282,Study session,High,Completed
TASK693,U108,Workout plan,Medium,Pending
TASK694,U210,Workout plan,Low,Completed
TASK695,U124,Prepare presentation,High,Pending
TASK696,U217,Research paper reading,Low,Completed
TASK697,U246,Backend debugging,Medium,Completed
TASK698,U279,Study session,Medium,Pending
TASK699,U56,Code review,High,Completed
TASK700,U86,Backend debugging,Low,Completed
TASK701,U170,Research paper reading,Low,Pending
TASK702,U51,Prepare presentation,Low,Pending
TASK703,U229,Submit assignment,Medium,Completed
TASK704,U257,Team meeting,Medium,Pending
TASK705,U248,Project milestone,Medium,Completed
TASK706,U44,Project milestone,High,Pending
TASK707,U179,Prepare presentation,Medium,Completed
TASK708,U106,Grocery planning,Medium,Completed
TASK709,U244,Project milestone,Medium,Completed
TASK710,U164,Project milestone,Medium,Pending
TASK711,U59,Study session,Medium,Pending
TASK712,U85,Code review,High,Pending
TASK713,U283,Team meeting,Medium,Completed
TASK714,U237,Code review,Medium,Pending
TASK715,U96,Research paper reading,Medium,Pending
TASK716,U102,Workout plan,High,Completed
TASK717,U200,Study session,High,Pending
TASK718,U106,Prepare presentation,High,Pending
TASK719,U296,Project milestone,High,Pending
TASK720,U188,Submit assignment,Low,Completed
TASK721,U59,Prepare presentation,High,Completed
TASK722,U271,Submit assignment,High,Completed
TASK723,U201,Backend debugging,Low,Completed
TASK724,U181,Workout plan,High,Pending
TASK725,U153,Backend debugging,High,Pending
TASK726,U69,Submit assignment,Low,Pending
TASK727,U157,Project milestone,Low,Completed
TASK728,U73,Grocery planning,Medium,Completed
TASK729,U71,Backend debugging,Medium,Completed
TASK730,U96,Workout plan,High,Pending
TASK731,U285,Team meeting,Medium,Completed
TASK732,U72,Team meeting,Medium,Completed
TASK733,U28,Submit assignment,Low,Completed
TASK734,U70,Code review,Medium,Completed
TASK735,U210,Workout plan,Medium,Completed
TASK736,U251,Team meeting,Low,Pending
TASK737,U113,Prepare presentation,Low,Completed
TASK738,U116,Grocery planning,Medium,Pending
TASK739,U235,Backend debugging,High,Completed
TASK740,U282,Grocery planning,Low,Pending
TASK741,U138,Grocery planning,Medium,Pending
TASK742,U226,Grocery planning,Low,Completed
TASK743,U53,Code review,Medium,Pending
TASK744,U231,Prepare presentation,Medium,Pending
TASK745,U225,Project milestone,Low,Pending
TASK746,U180,Backend debugging,High,Completed
TASK747,U85,Backend debugging,Low,Pending
TASK748,U106,Study session,High,Completed
TASK749,U273,Prepare presentation,High,Pending
TASK750,U166,Prepare presentation,Medium,Completed
TASK751,U264,Project milestone,Low,Completed
TASK752,U31,Prepare presentation,High,Pending
TASK753,U68,Code review,Low,Completed
TASK754,U127,Research paper reading,Medium,Pending
TASK755,U296,Prepare presentation,High,Completed
TASK756,U193,Workout plan,Low,Pending
TASK757,U207,Grocery planning,High,Completed
TASK758,U189,Workout plan,Medium,Completed
TASK759,U298,Study session,High,Pending
TASK760,U235,Submit assignment,Low,Completed
TASK761,U112,Research paper reading,Low,Completed
TASK762,U138,Submit assignment,Medium,Completed
TASK763,U281,Backend debugging,Low,Completed
TASK764,U176,Study session,Low,Pending
TASK765,U236,Study session,Low,Pending
TASK766,U226,Workout plan,Low,Completed
TASK767,U104,Team meeting,High,Completed
TASK768,U82,Prepare presentation,Low,Completed
TASK769,U129,Project milestone,Medium,Pending
TASK770,U27,Research paper reading,High,Completed
TASK771,U120,Research paper reading,High,Pending
TASK772,U49,Study session,Low,Completed
TASK773,U40,Team meeting,High,Pending
TASK774,U266,Workout plan,Low,Pending
TASK775,U176,Project milestone,Medium,Pending
TASK776,U245,Project milestone,Low,Completed
TASK777,U46,Project milestone,Low,Completed
TASK778,U189,Prepare presentation,Low,Completed
TASK779,U69,Team meeting,Low,Pending
TASK780,U85,Workout plan,Medium,Pending
TASK781,U78,Research paper reading,High,Completed
TASK782,U112,Project milestone,Low,Pending
TASK783,U64,Backend debugging,High,Completed
TASK784,U180,Research paper reading,Medium,Pending
TASK785,U127,Prepare presentation,High,Pending
TASK786,U128,Grocery planning,High,Completed
TASK787,U14,Prepare presentation,Low,Pending
TASK788,U201,Prepare presentation,High,Pending
TASK789,U123,Workout plan,Medium,Pending
TASK790,U124,Workout plan,High,Pending
TASK791,U271,Study session,Medium,Completed
TASK792,U68,Research paper reading,High,Completed
TASK793,U188,Grocery planning,High,Pending
TASK794,U242,Project milestone,Low,Pending
TASK795,U8,Prepare presentation,Low,Pending
TASK796,U31,Research paper reading,High,Completed
TASK797,U257,Research paper reading,Medium,Completed
TASK798,U43,Grocery planning,High,Pending
TASK799,U143,Project milestone,Medium,Pending
TASK800,U262,Code review,Low,Completed
TASK801,U201,Backend debugging,High,Pending
TASK802,U159,Research paper reading,High,Pending
TASK803,U30,Code review,Low,Completed
TASK804,U60,Workout plan,High,Pending
TASK805,U159,Team meeting,Low,Pending
TASK806,U71,Study session,Low,Completed
TASK807,U178,Grocery planning,High,Completed
TASK808,U86,Submit assignment,Low,Completed
TASK809,U61,Study session,Medium,Completed
TASK810,U140,Grocery planning,Low,Completed
TASK811,U296,Project milestone,Medium,Completed
TASK812,U262,Submit assignment,Low,Completed
TASK813,U291,Team meeting,Medium,Pending
TASK814,U131,Project milestone,High,Pending
TASK815,U117,Grocery planning,Low,Pending
TASK816,U7,Code review,Low,Completed
TASK817,U187,Research paper reading,Low,Pending
TASK818,U19,Grocery planning,High,Completed
TASK819,U115,Submit assignment,Low,Completed
TASK820,U164,Prepare presentation,Low,Completed
TASK821,U62,Grocery planning,High,Pending
TASK822,U92,Code review,High,Pending
TASK823,U206,Project milestone,Medium,Completed
TASK824,U160,Submit assignment,Low,Completed
TASK825,U5,Submit assignment,Low,Completed
TASK826,U289,Prepare presentation,High,Pending
TASK827,U238,Submit assignment,High,Completed
TASK828,U101,Grocery planning,Low,Pending
TASK829,U4,Research paper reading,Low,Pending
TASK830,U278,Submit assignment,High,Pending
TASK831,U172,Study session,High,Completed
TASK832,U158,Project milestone,Low,Pending
TASK833,U215,Workout plan,Low,Pending
TASK834,U144,Project milestone,Low,Pending
TASK835,U267,Research paper reading,High,Completed
TASK836,U235,Project milestone,High,Pending
TASK837,U259,Team meeting,High,Completed
TASK838,U39,Backend debugging,High,Pending
TASK839,U223,Team meeting,Low,Completed
TASK840,U134,Submit assignment,Medium,Completed
TASK841,U163,Workout plan,Medium,Pending
TASK842,U39,Code review,Low,Pending
TASK843,U80,Project milestone,Low,Completed
TASK844,U239,Submit assignment,Medium,Pending
TASK845,U275,Submit assignment,Low,Completed
TASK846,U158,Workout plan,Medium,Pending
TASK847,U47,Team meeting,High,Completed
TASK848,U21,Code review,Medium,Pending
TASK849,U47,Code review,Medium,Completed
TASK850,U263,Study session,High,Completed
TASK851,U134,Team meeting,Low,Completed
TASK852,U232,Grocery planning,High,Pending
TASK853,U49,Workout plan,Low,Pending
TASK854,U63,Study session,Low,Pending
TASK855,U67,Code review,Medium,Completed
TASK856,U44,Backend debugging,High,Completed
TASK857,U39,Study session,Low,Pending
TASK858,U228,Team meeting,Low,Completed
TASK859,U63,Study session,Medium,Pending
TASK860,U87,Backend debugging,Medium,Completed
TASK861,U255,Study session,Medium,Completed
TASK862,U89,Submit assignment,Low,Pending
TASK863,U141,Prepare presentation,Medium,Pending
TASK864,U18,Backend debugging,High,Pending
TASK865,U152,Workout plan,Medium,Completed
TASK866,U32,Project milestone,Medium,Completed
TASK867,U71,Research paper reading,Low,Pending
TASK868,U279,Study session,Medium,Completed
TASK869,U246,Grocery planning,Medium,Completed
TASK870,U290,Grocery planning,Medium,Completed
TASK871,U139,Team meeting,Low,Completed
TASK872,U113,Study session,Medium,Pending
TASK873,U242,Grocery planning,Medium,Pending
TASK874,U82,Project milestone,Low,Pending
TASK875,U137,Grocery planning,High,Pending
TASK876,U113,Backend debugging,Medium,Completed
TASK877,U89,Team meeting,Low,Completed
TASK878,U184,Backend debugging,Low,Completed
TASK879,U291,Backend debugging,Low,Pending
TASK880,U253,Grocery planning,Medium,Pending
TASK881,U252,Study session,Low,Pending
TASK882,U120,Backend debugging,Low,Pending
TASK883,U270,Workout plan,Low,Completed
TASK884,U104,Team meeting,Medium,Pending
TASK885,U166,Study session,Low,Pending
TASK886,U73,Project milestone,High,Completed
TASK887,U38,Submit assignment,High,Completed
TASK888,U52,Submit assignment,Medium,Completed
TASK889,U70,Team meeting,High,Completed
TASK890,U250,Submit assignment,Low,Completed
TASK891,U115,Backend debugging,Low,Completed
TASK892,U158,Prepare presentation,Low,Pending
TASK893,U1,Backend debugging,Medium,Pending
TASK894,U94,Backend debugging,Medium,Pending
TASK895,U290,Project milestone,Medium,Pending
TASK896,U170,Project milestone,Low,Completed
TASK897,U164,Team meeting,High,Pending
TASK898,U172,Workout plan,Low,Completed
TASK899,U108,Code review,High,Pending
TASK900,U180,Prepare presentation,Low,Pending
TASK901,U25,Research paper reading,Medium,Completed
TASK902,U86,Research paper reading,Medium,Completed
TASK903,U180,Grocery planning,Medium,Pending
TASK904,U246,Backend debugging,High,Pending
TASK905,U84,Workout plan,Low,Pending
TASK906,U151,Study session,Medium,Completed
TASK907,U54,Project milestone,Medium,Pending
TASK908,U193,Team meeting,High,Pending
TASK909,U281,Project milestone,Medium,Completed
TASK910,U16,Research paper reading,High,Pending
TASK911,U223,Team meeting,Low,Pending
TASK912,U170,Code review,Low,Completed
TASK913,U284,Grocery planning,Medium,Completed
TASK914,U153,Code review,Low,Pending
TASK915,U202,Backend debugging,High,Completed
TASK916,U79,Study session,Medium,Pending
TASK917,U219,Project milestone,Medium,Completed
TASK918,U103,Project milestone,Low,Pending
TASK919,U88,Prepare presentation,Low,Completed
TASK920,U60,Prepare presentation,Medium,Completed
TASK921,U251,Prepare presentation,Low,Completed
TASK922,U95,Submit assignment,Medium,Completed
TASK923,U96,Workout plan,Low,Completed
TASK924,U226,Workout plan,Medium,Pending
TASK925,U138,Backend debugging,Low,Pending
TASK926,U50,Project milestone,High,Completed
TASK927,U278,Research paper reading,High,Pending
TASK928,U284,Study session,Medium,Completed
TASK929,U275,Workout plan,High,Pending
TASK930,U244,Prepare presentation,Low,Completed
TASK931,U18,Grocery planning,High,Pending
TASK932,U62,Workout plan,Low,Pending
TASK933,U109,Code review,Low,Pending
TASK934,U217,Project milestone,High,Completed
TASK935,U104,Team meeting,High,Completed
TASK936,U164,Project milestone,Low,Completed
TASK937,U285,Research paper reading,High,Completed
TASK938,U142,Grocery planning,Medium,Pending
TASK939,U268,Research paper reading,Low,Completed
TASK940,U77,Team meeting,High,Pending
TASK941,U55,Backend debugging,Low,Completed
TASK942,U275,Submit assignment,Medium,Completed
TASK943,U197,Workout plan,High,Completed
TASK944,U20,Team meeting,Medium,Completed
TASK945,U74,Backend debugging,High,Completed
TASK946,U20,Research paper reading,Medium,Pending
TASK947,U26,Workout plan,Medium,Completed
TASK948,U11,Submit assignment,Medium,Completed
TASK949,U144,Workout plan,High,Pending
TASK950,U117,Team meeting,Medium,Completed
TASK951,U165,Prepare presentation,High,Completed
TASK952,U46,Code review,Medium,Pending
TASK953,U209,Workout plan,High,Completed
TASK954,U29,Grocery planning,Low,Pending
TASK955,U160,Grocery planning,Medium,Pending
TASK956,U269,Backend debugging,Low,Pending
TASK957,U99,Code review,Low,Pending
TASK958,U17,Workout plan,Low,Completed
TASK959,U102,Prepare presentation,Medium,Completed
TASK960,U259,Research paper reading,High,Pending
TASK961,U16,Code review,Medium,Completed
TASK962,U229,Team meeting,Medium,Completed
TASK963,U177,Team meeting,Medium,Pending
TASK964,U146,Study session,Medium,Pending
TASK965,U84,Backend debugging,Low,Pending
TASK966,U116,Code review,Medium,Completed
TASK967,U263,Study session,High,Pending
TASK968,U243,Team meeting,High,Pending
TASK969,U5,Code review,Medium,Completed
TASK970,U141,Research paper reading,Medium,Completed
TASK971,U236,Prepare presentation,Low,Completed
TASK972,U155,Grocery planning,High,Completed
TASK973,U300,Project milestone,Low,Completed
TASK974,U288,Backend debugging,High,Completed
TASK975,U153,Project milestone,Medium,Pending
TASK976,U173,Prepare presentation,High,Completed
TASK977,U142,Prepare presentation,High,Completed
TASK978,U97,Team meeting,High,Pending
TASK979,U30,Backend debugging,Medium,Completed
TASK980,U72,Study session,High,Completed
TASK981,U152,Prepare presentation,Medium,Completed
TASK982,U199,Study session,High,Pending
TASK983,U176,Code review,High,Completed
TASK984,U184,Grocery planning,Medium,Pending
TASK985,U286,Team meeting,Medium,Pending
TASK986,U242,Team meeting,High,Completed
TASK987,U287,Team meeting,High,Completed
TASK988,U46,Code review,Medium,Pending
TASK989,U158,Research paper reading,Medium,Completed
TASK990,U134,Backend debugging,Medium,Completed
TASK991,U61,Workout plan,Low,Pending
TASK992,U242,Code review,High,Pending
TASK993,U196,Grocery planning,Medium,Completed
TASK994,U28,Team meeting,Low,Pending
TASK995,U176,Research paper reading,High,Completed
TASK996,U74,Submit assignment,High,Pending
TASK997,U42,Workout plan,Medium,Pending
TASK998,U161,Study session,Low,Completed
TASK999,U141,Code review,Low,Pending
TASK1000,U251,Project milestone,Low,Completed
TASK1001,U220,Research paper reading,Medium,Completed
TASK1002,U197,Study session,Low,Pending
TASK1003,U192,Study session,Medium,Pending
TASK1004,U10,Study session,High,Pending
TASK1005,U116,Submit assignment,Medium,Pending
TASK1006,U53,Research paper reading,High,Completed
TASK1007,U86,Project milestone,Low,Completed
TASK1008,U149,Workout plan,High,Completed
TASK1009,U223,Team meeting,Medium,Completed
TASK1010,U184,Code review,Low,Completed
TASK1011,U10,Code review,Low,Pending
TASK1012,U109,Study session,High,Pending
TASK1013,U64,Submit assignment,High,Pending
TASK1014,U193,Prepare presentation,High,Pending
TASK1015,U25,Project milestone,High,Pending
TASK1016,U25,Project milestone,Medium,Completed
TASK1017,U195,Project milestone,High,Completed
TASK1018,U243,Team meeting,Low,Pending
TASK1019,U155,Research paper reading,High,Pending
TASK1020,U267,Prepare presentation,High,Pending
TASK1021,U215,Project milestone,High,Pending
TASK1022,U145,Project milestone,Low,Completed
TASK1023,U102,Backend debugging,Low,Completed
TASK1024,U268,Code review,Medium,Completed
TASK1025,U152,Team meeting,Low,Completed
TASK1026,U107,Workout plan,Medium,Pending
TASK1027,U2,Study session,High,Pending
TASK1028,U57,Backend debugging,High,Completed
TASK1029,U77,Project milestone,High,Pending
TASK1030,U52,Prepare presentation,High,Pending
TASK1031,U234,Prepare presentation,Medium,Completed
TASK1032,U26,Project milestone,Low,Pending
TASK1033,U149,Submit assignment,High,Completed
TASK1034,U219,Project milestone,Low,Pending
TASK1035,U5,Team meeting,High,Pending
TASK1036,U169,Submit assignment,Medium,Completed
TASK1037,U48,Submit assignment,Medium,Pending
TASK1038,U59,Research paper reading,Medium,Completed
TASK1039,U140,Research paper reading,High,Completed
TASK1040,U216,Team meeting,Low,Pending
TASK1041,U31,Team meeting,Low,Completed
TASK1042,U248,Backend debugging,High,Completed
TASK1043,U93,Backend debugging,Medium,Completed
TASK1044,U15,Team meeting,Medium,Completed
TASK1045,U58,Research paper reading,Medium,Pending
TASK1046,U33,Prepare presentation,High,Completed
TASK1047,U7,Grocery planning,High,Pending
TASK1048,U174,Grocery planning,High,Pending
TASK1049,U222,Code review,Medium,Completed
TASK1050,U198,Team meeting,High,Pending
TASK1051,U6,Team meeting,High,Completed
TASK1052,U254,Team meeting,Low,Completed
TASK1053,U165,Code review,Medium,Completed
TASK1054,U26,Grocery planning,Low,Completed
TASK1055,U207,Code review,Low,Completed
TASK1056,U228,Backend debugging,Medium,Pending
TASK1057,U256,Workout plan,Medium,Pending
TASK1058,U255,Study session,Low,Completed
TASK1059,U212,Study session,High,Pending
TASK1060,U47,Backend debugging,High,Completed
TASK1061,U261,Grocery planning,Low,Completed
TASK1062,U175,Submit assignment,Low,Pending
TASK1063,U233,Submit assignment,High,Completed
TASK1064,U187,Workout plan,Low,Pending
TASK1065,U114,Study session,Medium,Completed
TASK1066,U150,Grocery planning,High,Completed
TASK1067,U55,Study session,Low,Completed
TASK1068,U72,Research paper reading,Low,Completed
TASK1069,U101,Code review,Low,Completed
TASK1070,U111,Workout plan,Low,Completed
TASK1071,U56,Research paper reading,Low,Pending
TASK1072,U231,Workout plan,High,Pending
TASK1073,U256,Study session,High,Pending
TASK1074,U284,Research paper reading,High,Completed
TASK1075,U261,Team meeting,High,Pending
TASK1076,U66,Project milestone,Medium,Completed
TASK1077,U259,Research paper reading,Medium,Pending
TASK1078,U141,Research paper reading,Medium,Completed
TASK1079,U232,Team meeting,Low,Completed
TASK1080,U263,Prepare presentation,High,Completed
TASK1081,U284,Code review,Low,Pending
TASK1082,U149,Submit assignment,High,Pending
TASK1083,U92,Grocery planning,High,Completed
TASK1084,U60,Submit assignment,High,Completed
TASK1085,U299,Backend debugging,High,Completed
TASK1086,U274,Prepare presentation,Medium,Pending
TASK1087,U268,Project milestone,Low,Completed
TASK1088,U75,Study session,High,Pending
TASK1089,U103,Prepare presentation,Low,Completed
TASK1090,U129,Team meeting,Low,Completed
TASK1091,U105,Grocery planning,Low,Completed
TASK1092,U232,Project milestone,High,Pending
TASK1093,U288,Research paper reading,Low,Completed
TASK1094,U25,Research paper reading,Medium,Completed
TASK1095,U161,Grocery planning,Low,Pending
TASK1096,U129,Code review,High,Completed
TASK1097,U116,Submit assignment,High,Pending
TASK1098,U100,Prepare presentation,Medium,Pending
TASK1099,U39,Team meeting,Low,Pending
TASK1100,U194,Study session,Medium,Completed
TASK1101,U285,Prepare presentation,Low,Pending
TASK1102,U300,Prepare presentation,Low,Completed
TASK1103,U239,Team meeting,Low,Pending
TASK1104,U166,Backend debugging,Low,Completed
TASK1105,U252,Backend debugging,High,Completed
TASK1106,U38,Submit assignment,High,Pending
TASK1107,U95,Grocery planning,Low,Pending
TASK1108,U213,Grocery planning,High,Completed
TASK1109,U48,Submit assignment,Low,Pending
TASK1110,U170,Submit assignment,Medium,Completed
TASK1111,U112,Backend debugging,High,Completed
TASK1112,U288,Study session,Low,Completed
TASK1113,U229,Code review,High,Pending
TASK1114,U21,Submit assignment,Medium,Pending
TASK1115,U198,Prepare presentation,High,Completed
TASK1116,U13,Grocery planning,Medium,Completed
TASK1117,U250,Study session,Medium,Pending
TASK1118,U165,Grocery planning,Low,Pending
TASK1119,U86,Grocery planning,High,Pending
TASK1120,U34,Code review,High,Pending
TASK1121,U218,Project milestone,Low,Completed
TASK1122,U37,Team meeting,Low,Completed
TASK1123,U170,Study session,Low,Pending
TASK1124,U28,Team meeting,Medium,Pending
TASK1125,U295,Code review,Medium,Completed
TASK1126,U199,Workout plan,High,Completed
TASK1127,U222,Submit assignment,Low,Completed
TASK1128,U61,Grocery planning,Low,Pending
TASK1129,U300,Study session,High,Pending
TASK1130,U184,Grocery planning,Low,Completed
TASK1131,U155,Backend debugging,Low,Completed
TASK1132,U225,Research paper reading,Medium,Pending
TASK1133,U243,Team meeting,High,Pending
TASK1134,U70,Research paper reading,High,Completed
TASK1135,U74,Prepare presentation,High,Completed
TASK1136,U6,Grocery planning,High,Pending
TASK1137,U64,Study session,Low,Completed
TASK1138,U276,Grocery planning,Low,Completed
TASK1139,U108,Submit assignment,Low,Completed
TASK1140,U263,Team meeting,Low,Pending
TASK1141,U114,Backend debugging,Medium,Pending
TASK1142,U59,Team meeting,High,Pending
TASK1143,U282,Workout plan,High,Pending
TASK1144,U149,Project milestone,Medium,Pending
TASK1145,U102,Backend debugging,Medium,Completed
TASK1146,U183,Team meeting,High,Pending
TASK1147,U52,Prepare presentation,High,Pending
TASK1148,U100,Submit assignment,Medium,Completed
TASK1149,U169,Backend debugging,High,Completed
TASK1150,U300,Team meeting,High,Completed
TASK1151,U162,Research paper reading,Low,Pending
TASK1152,U161,Code review,Low,Completed
TASK1153,U142,Submit assignment,Low,Completed
TASK1154,U246,Workout plan,Medium,Completed
TASK1155,U157,Workout plan,High,Pending
TASK1156,U90,Backend debugging,Low,Completed
TASK1157,U72,Grocery planning,Low,Completed
TASK1158,U40,Project milestone,Low,Pending
TASK1159,U298,Backend debugging,Medium,Pending
TASK1160,U19,Grocery planning,Medium,Completed
TASK1161,U77,Submit assignment,Medium,Pending
TASK1162,U149,Team meeting,Medium,Pending
TASK1163,U204,Submit assignment,High,Pending
TASK1164,U123,Backend debugging,High,Pending
TASK1165,U264,Team meeting,Medium,Pending
TASK1166,U92,Backend debugging,High,Pending
TASK1167,U248,Submit assignment,Low,Pending
TASK1168,U250,Code review,Low,Completed
TASK1169,U190,Code review,Low,Pending
TASK1170,U266,Submit assignment,Medium,Completed
TASK1171,U233,Study session,Low,Completed
TASK1172,U53,Grocery planning,High,Completed
TASK1173,U135,Backend debugging,High,Pending
TASK1174,U193,Research paper reading,Medium,Pending
TASK1175,U265,Prepare presentation,Medium,Pending
TASK1176,U265,Research paper reading,Medium,Completed
TASK1177,U250,Workout plan,High,Pending
TASK1178,U257,Team meeting,Medium,Pending
TASK1179,U118,Project milestone,High,Completed
TASK1180,U109,Team meeting,Low,Pending
TASK1181,U186,Backend debugging,High,Pending
TASK1182,U118,Research paper reading,Medium,Pending
TASK1183,U247,Workout plan,Medium,Pending
TASK1184,U83,Research paper reading,Low,Pending
TASK1185,U23,Team meeting,High,Pending
TASK1186,U69,Grocery planning,Low,Pending
TASK1187,U29,Team meeting,Medium,Pending
TASK1188,U265,Research paper reading,High,Pending
TASK1189,U146,Project milestone,Low,Completed
TASK1190,U242,Workout plan,Low,Pending
TASK1191,U211,Backend debugging,Low,Pending
TASK1192,U262,Prepare presentation,Low,Completed
TASK1193,U233,Backend debugging,High,Pending
TASK1194,U118,Research paper reading,Medium,Pending
TASK1195,U56,Study session,Low,Completed
TASK1196,U77,Backend debugging,Low,Pending
TASK1197,U244,Backend debugging,High,Pending
TASK1198,U273,Grocery planning,Low,Pending
TASK1199,U247,Team meeting,High,Pending
TASK1200,U221,Grocery planning,Medium,Completed
TASK1201,U23,Grocery planning,Medium,Pending
TASK1202,U247,Research paper reading,Medium,Pending
TASK1203,U218,Team meeting,Medium,Completed
TASK1204,U120,Project milestone,Medium,Completed
TASK1205,U132,Code review,Low,Pending
TASK1206,U296,Grocery planning,Low,Pending
TASK1207,U193,Code review,High,Completed
TASK1208,U210,Submit assignment,Low,Pending
TASK1209,U219,Backend debugging,Medium,Completed
TASK1210,U275,Research paper reading,High,Completed
TASK1211,U142,Research paper reading,Low,Completed
TASK1212,U283,Grocery planning,Medium,Pending
TASK1213,U190,Grocery planning,High,Completed
TASK1214,U130,Prepare presentation,High,Completed
TASK1215,U204,Team meeting,High,Pending
TASK1216,U118,Workout plan,High,Pending
TASK1217,U52,Code review,High,Completed
TASK1218,U174,Grocery planning,High,Pending
TASK1219,U83,Research paper reading,High,Pending
TASK1220,U47,Team meeting,Medium,Completed
TASK1221,U46,Project milestone,Medium,Pending
TASK1222,U190,Project milestone,High,Pending
TASK1223,U197,Research paper reading,High,Completed
TASK1224,U30,Team meeting,High,Completed
TASK1225,U225,Study session,Low,Completed
TASK1226,U100,Study session,High,Pending
TASK1227,U87,Study session,Medium,Pending
TASK1228,U1,Team meeting,Low,Completed
TASK1229,U205,Submit assignment,High,Completed
TASK1230,U208,Backend debugging,Low,Pending
TASK1231,U36,Project milestone,High,Completed
TASK1232,U287,Backend debugging,Medium,Completed
TASK1233,U142,Code review,High,Pending
TASK1234,U233,Research paper reading,High,Pending
TASK1235,U134,Team meeting,Medium,Pending
TASK1236,U287,Project milestone,High,Completed
TASK1237,U175,Project milestone,High,Completed
TASK1238,U276,Backend debugging,Medium,Completed
TASK1239,U194,Backend debugging,Medium,Pending
TASK1240,U174,Workout plan,High,Completed
TASK1241,U15,Workout plan,Low,Completed
TASK1242,U35,Research paper reading,High,Pending
TASK1243,U118,Submit assignment,Medium,Completed
TASK1244,U265,Grocery planning,Low,Completed
TASK1245,U128,Prepare presentation,Low,Completed
TASK1246,U176,Project milestone,High,Pending
TASK1247,U244,Submit assignment,Medium,Pending
TASK1248,U294,Prepare presentation,Low,Pending
TASK1249,U256,Code review,Low,Pending
TASK1250,U136,Code review,Low,Pending
TASK1251,U128,Backend debugging,Medium,Pending
TASK1252,U55,Project milestone,Low,Completed
TASK1253,U4,Grocery planning,Low,Completed
TASK1254,U191,Backend debugging,Medium,Completed
TASK1255,U295,Prepare presentation,Medium,Pending
TASK1256,U262,Prepare presentation,Medium,Pending
TASK1257,U296,Team meeting,Low,Completed
TASK1258,U245,Grocery planning,Low,Completed
TASK1259,U202,Team meeting,Medium,Pending
TASK1260,U266,Workout plan,Medium,Pending
TASK1261,U7,Code review,Medium,Pending
TASK1262,U167,Submit assignment,High,Completed
TASK1263,U96,Grocery planning,Medium,Pending
TASK1264,U138,Workout plan,High,Completed
TASK1265,U188,Team meeting,Medium,Completed
TASK1266,U108,Research paper reading,High,Completed
TASK1267,U187,Research paper reading,Medium,Completed
TASK1268,U93,Backend debugging,Low,Pending
TASK1269,U52,Prepare presentation,Low,Completed
TASK1270,U196,Code review,Low,Pending
TASK1271,U243,Study session,Low,Completed
TASK1272,U256,Team meeting,High,Completed
TASK1273,U250,Prepare presentation,Medium,Pending
TASK1274,U204,Project milestone,High,Pending
TASK1275,U31,Code review,Medium,Completed
TASK1276,U50,Workout plan,High,Completed
TASK1277,U134,Submit assignment,Medium,Completed
TASK1278,U177,Study session,Medium,Pending
TASK1279,U180,Backend debugging,Low,Pending
TASK1280,U146,Submit assignment,Medium,Completed
TASK1281,U229,Project milestone,Medium,Completed
TASK1282,U238,Team meeting,Low,Completed
TASK1283,U216,Backend debugging,High,Completed
TASK1284,U37,Project milestone,Low,Completed
TASK1285,U117,Submit assignment,Medium,Completed
TASK1286,U137,Backend debugging,High,Completed
TASK1287,U139,Workout plan,Medium,Completed
TASK1288,U212,Team meeting,Low,Pending
TASK1289,U65,Code review,High,Completed
TASK1290,U41,Code review,Low,Completed
TASK1291,U53,Project milestone,Low,Completed
TASK1292,U281,Study session,Low,Completed
TASK1293,U269,Project milestone,Low,Completed
TASK1294,U80,Project milestone,High,Completed
TASK1295,U159,Code review,Low,Completed
TASK1296,U227,Team meeting,Low,Pending
TASK1297,U15,Study session,High,Completed
TASK1298,U167,Workout plan,Medium,Completed
TASK1299,U281,Workout plan,Low,Pending
TASK1300,U234,Backend debugging,Medium,Completed
TASK1301,U178,Workout plan,High,Pending
TASK1302,U46,Workout plan,Medium,Completed
TASK1303,U212,Prepare presentation,Low,Completed
